Index,X,Y,Width,Height,Rank
3533,1234,85,133,14,0.999976429
3534,482,965,62,102,0.802437676
3535,1664,464,25,40,0.117835042
3536,937,810,123,98,0.763471399
3537,1294,316,15,50,0.025483094
3538,723,809,129,23,0.606913229
3539,1182,354,68,120,0.999378461
3540,202,988,14,168,0.239782246
3541,1022,626,50,40,0.189340469
3542,95,863,112,124,0.667702837
3543,695,901,118,114,0.286638642
3544,1619,287,133,46,0.052894144
3545,1443,523,131,128,0.4282181
3546,395,535,28,107,0.727040288
3547,778,549,50,123,0.434746257
3548,1374,185,122,11,0.230546096
3549,1332,219,160,102,0.624964961
3550,960,695,17,130,0.802932542
3551,986,111,40,34,0.835069587
3552,1498,500,62,174,0.304638148
3553,1054,204,174,20,0.367416612
3554,1025,449,195,151,0.666424374
3555,1429,350,115,116,0.161851635
3556,1713,87,15,134,0.394545912
3557,269,331,44,148,0.722084417
3558,1580,111,52,85,0.598431871
3559,870,850,81,16,0.972885594
3560,1777,503,143,170,0.162934177
3561,823,687,75,179,0.318877207
3562,1332,977,121,46,0.432213905
3563,907,802,191,184,0.737322082
3564,1659,295,81,65,0.523767182
3565,1179,999,144,182,0.853873759
3566,925,838,18,107,0.381091095
3567,1737,346,146,50,0.356621414
3568,1000,855,57,56,0.020220486
3569,1728,786,18,75,0.089763892
3570,788,322,83,112,0.739217116
3571,179,252,167,60,0.864942097
3572,763,352,65,70,0.760276629
3573,1100,157,71,159,0.609500726
3574,1267,767,177,132,0.674963697
3575,320,205,118,54,0.914199057
3576,126,870,121,86,0.634693581
3577,1188,481,174,23,0.75598081
3578,1044,63,186,178,0.191258743
3579,560,111,28,66,0.943106262
3580,712,416,116,180,0.712272289
3581,1506,225,25,198,0.099350765
3582,332,57,161,75,0.737245817
3583,949,870,169,46,0.865853102
3584,1040,624,112,136,0.54003101
3585,873,542,37,119,0.400228556
3586,687,151,130,108,0.777928827
3587,1509,939,129,95,0.198491293
3588,855,133,177,194,0.751833085
3589,927,656,144,183,0.581725616
3590,1023,727,193,131,0.388207369
3591,279,532,14,81,0.832577158
3592,1198,916,21,17,0.539154013
3593,152,395,193,133,0.999553475
3594,1705,791,23,176,0.664276472
3595,1075,210,167,35,0.258732708
3596,1116,52,71,168,0.864573565
3597,255,660,144,138,0.922002359
3598,1151,388,64,194,0.545470149
3599,387,478,170,83,0.322506088
3600,1005,563,109,162,0.607203179
3601,1006,587,66,18,0.981705824
3602,559,608,26,125,0.072279584
3603,757,143,26,137,0.890297854
3604,511,622,65,154,0.19214944
3605,1419,457,146,13,0.260204649
3606,480,244,145,181,0.967655761
3607,856,871,169,126,0.975678553
3608,1675,976,84,132,0.081701129
3609,556,909,145,119,0.683474082
3610,1489,337,86,66,0.296685574
3611,1488,824,37,131,0.134246725
3612,1374,89,144,39,0.95507202
3613,539,593,190,157,0.213335445
3614,104,96,108,77,0.539964253
3615,322,645,166,188,0.078795714
3616,497,128,112,70,0.630782735
3617,503,290,161,176,0.09500748
3618,1157,971,83,153,0.620063251
3619,716,185,192,187,0.008066231
3620,66,501,156,198,0.730420899
3621,1076,252,174,196,0.775082535
3622,847,390,51,148,0.119298733
3623,1408,293,54,42,0.569838319
3624,62,777,171,138,0.275796111
3625,633,797,29,191,0.542591249
3626,1452,386,104,112,0.747099643
3627,161,633,61,126,0.44170455
3628,177,656,69,11,0.949469549
3629,410,842,139,92,0.181064193
3630,214,428,154,50,0.396290378
3631,463,634,163,58,0.548195442
3632,1645,816,83,175,0.781502239
3633,247,128,164,196,0.544286974
3634,580,743,136,40,0.739915966
3635,1756,133,38,55,0.942261747
3636,1537,992,14,87,0.112076754
3637,631,639,37,188,0.402444709
3638,1687,623,108,179,0.75714046
3639,1114,619,153,172,0.530629474
3640,471,774,188,60,0.289911664
3641,1351,749,91,125,0.19531036
3642,1263,694,188,194,0.940582525
3643,454,697,172,99,0.043814317
3644,109,210,34,178,0.604044045
3645,1226,554,109,45,0.338517884
3646,1626,267,106,111,0.303589944
3647,1265,973,43,176,0.437927322
3648,224,536,124,119,0.127925021
3649,1257,432,134,153,0.604791502
3650,1142,901,181,157,0.779293029
3651,1741,167,161,174,0.692327193
3652,1588,463,124,76,0.416319298
3653,1701,97,182,123,0.312308125
3654,580,643,177,197,0.873275929
3655,62,785,31,141,0.130568557
3656,433,212,161,101,0.86540387
3657,939,848,29,53,0.967220411
3658,859,842,81,36,0.929210279
3659,568,305,80,46,0.589628991
3660,651,701,65,76,0.152014656
3661,384,860,37,179,0.924859565
3662,372,87,160,82,0.423716172
3663,783,205,93,134,0.309898356
3664,1486,269,185,144,0.780065442
3665,993,594,40,31,0.638571999
3666,642,211,150,67,0.323458509
3667,468,86,53,23,0.368401623
3668,429,780,98,193,0.449969278
3669,1218,54,87,111,0.642157768
3670,1574,56,165,28,0.319835066
3671,324,147,93,191,0.754107729
3672,1416,333,41,49,0.199847014
3673,455,906,31,23,0.785777266
3674,1391,707,92,118,0.685444872
3675,417,586,153,160,0.157090984
3676,747,368,64,12,0.041253315
3677,1401,513,142,107,0.838414181
3678,1169,319,46,94,0.847925878
3679,1305,567,29,23,0.400115252
3680,539,835,126,12,0.094641114
3681,801,68,147,37,0.603116295
3682,686,774,70,156,0.330895165
3683,1075,469,15,12,0.722324883
3684,1555,681,23,27,0.540688133
3685,362,160,83,166,0.925767072
3686,293,332,27,189,0.006066579
3687,1651,217,173,132,0.828377562
3688,1351,135,143,187,0.864619378
3689,554,149,71,114,0.310386564
3690,203,665,197,137,0.265523875
3691,993,198,29,160,0.801487063
3692,1356,978,14,192,0.569776192
3693,1387,185,25,133,0.096734185
3694,1651,684,33,69,0.230708961
3695,397,85,53,25,0.188974976
3696,543,862,67,82,0.669549389
3697,522,376,55,95,0.652484287
3698,289,172,84,20,0.382069897
3699,899,989,180,148,0.354199726
3700,1006,694,40,22,0.637956451
3701,939,339,129,72,0.185395557
3702,1047,392,47,108,0.189968212
3703,1663,727,30,146,0.182423533
3704,755,467,33,36,0.420911124
3705,356,357,30,177,0.782280643
3706,132,372,161,15,0.632843867
3707,1263,511,190,46,0.04863443
3708,834,560,169,108,0.959495667
3709,1351,708,134,133,0.301241363
3710,166,468,15,102,0.793072853
3711,1271,307,94,194,0.543283592
3712,1224,526,182,189,0.601194494
3713,1082,351,159,28,0.578190607
3714,725,561,104,41,0.136965421
3715,69,502,112,71,0.651999606
3716,1638,741,190,36,0.438578281
3717,1047,764,46,13,0.875420751
3718,1418,322,148,144,0.745822304
3719,977,808,89,35,0.430534238
3720,554,505,69,81,0.915637708
3721,1079,269,56,94,0.009901858
3722,1026,362,173,165,0.884223681
3723,1337,728,34,44,0.12655446
3724,886,201,92,178,0.502258669
3725,882,477,113,61,0.342295643
3726,759,645,70,135,0.079484006
3727,1373,987,169,68,0.993260683
3728,851,594,131,197,0.832362425
3729,780,970,106,56,0.861457893
3730,122,559,149,177,0.75455607
3731,1655,590,176,80,0.590184655
3732,1074,887,121,165,0.664217814
3733,1487,778,85,188,0.086299737
3734,1417,496,79,57,0.822029273
3735,1151,345,79,173,0.029549146
3736,1004,84,37,138,0.348873769
3737,1034,195,118,142,0.088055017
3738,324,947,199,58,0.165238765
3739,572,979,159,42,0.181137114
3740,1402,835,35,39,0.846683819
3741,803,691,91,10,0.37710031
3742,932,792,82,153,0.658260912
3743,538,536,172,77,0.635573086
3744,1285,707,56,94,0.735586079
3745,1069,302,30,35,0.648972205
3746,588,784,173,193,0.03918974
3747,1506,404,197,65,0.738537776
3748,283,195,64,58,0.439337234
3749,576,738,138,43,0.905199533
3750,458,809,100,11,0.175105906
3751,1341,352,159,38,0.205127329
3752,1515,171,121,117,0.863431797
3753,473,811,156,136,0.599784523
3754,316,238,154,94,0.478581173
3755,1020,684,88,44,0.577209654
3756,529,239,175,64,0.573750731
3757,576,161,113,157,0.734055022
3758,1523,687,193,64,0.62427366
3759,1665,145,20,35,0.179623964
3760,127,526,168,184,0.498952329
3761,1173,846,181,122,0.907036648
3762,1551,348,124,101,0.363513948
3763,94,284,131,179,0.746533553
3764,857,799,51,25,0.707003119
3765,396,444,25,176,0.636000343
3766,784,214,37,192,0.282980349
3767,904,705,42,147,0.371716854
3768,1571,840,59,21,0.906735987
3769,1572,638,45,32,0.382991891
3770,525,386,62,144,0.561309133
3771,1556,953,37,15,0.980221324
3772,858,363,122,182,0.906395379
3773,62,664,165,196,0.28599796
3774,357,325,53,113,0.407974498
3775,215,109,25,168,0.125805425
3776,1793,933,160,43,0.767916586
3777,1628,516,27,83,0.14431147
3778,452,176,138,93,0.972876249
3779,729,124,119,157,0.553457815
3780,1200,451,94,194,0.216675606
3781,145,380,123,55,0.399395643
3782,1141,915,151,67,0.690754224
3783,1052,205,121,28,0.101150091
3784,1133,464,73,82,0.292401648
3785,1397,587,67,161,0.889091497
3786,768,963,50,190,0.469329824
3787,637,157,48,31,0.910907263
3788,977,416,51,54,0.518301814
3789,544,982,195,70,0.313519842
3790,1534,477,84,90,0.672746357
3791,1695,731,18,58,0.921372734
3792,1701,301,100,86,0.44026531
3793,1408,253,198,103,0.768575494
3794,1037,294,96,167,0.104172611
3795,234,281,179,62,0.455828121
3796,606,742,182,170,0.854821672
3797,1360,68,190,18,0.006390248
3798,1602,796,72,105,0.891728577
3799,56,919,66,48,0.645585265
3800,1644,635,33,51,0.810478
3801,1529,349,40,188,0.369084415
3802,1798,66,179,80,0.985703225
3803,1655,575,168,35,0.89805218
3804,619,194,105,22,0.260298689
3805,900,974,29,19,0.087954079
3806,1395,59,125,61,0.063793739
3807,629,893,176,56,0.788695666
3808,985,71,144,111,0.482584474
3809,1469,130,12,58,0.178007599
3810,1029,437,97,34,0.346353177
3811,1075,142,93,74,0.536803827
3812,876,517,101,117,0.190046326
3813,736,182,23,127,0.016539722
3814,223,919,108,193,0.283927141
3815,1424,817,198,89,0.96043156
3816,1394,178,105,180,0.268931584
3817,1148,656,126,189,0.227078485
3818,1295,144,138,20,0.252818581
3819,1507,783,108,33,0.877314954
3820,751,395,199,104,0.643529633
3821,1759,460,158,146,0.063263458
3822,571,457,172,79,0.251492523
3823,1590,99,10,86,0.776934334
3824,1404,862,17,109,0.300736263
3825,300,550,121,46,0.562892318
3826,1571,742,70,100,0.752605791
3827,1342,957,93,148,0.803259173
3828,639,880,106,151,0.338678538
3829,1111,971,100,144,0.954919836
3830,1185,637,87,64,0.026737662
3831,933,374,140,131,0.253218647
3832,243,280,16,24,0.344838718
3833,1795,191,42,57,0.439738102
3834,1443,359,140,183,0.564117019
3835,421,925,13,82,0.643419329
3836,796,917,152,163,0.47893825
3837,939,455,160,49,0.614743896
3838,888,137,34,184,0.91891002
3839,86,436,33,140,0.232100345
3840,1159,246,163,59,0.385400233
3841,272,871,146,174,0.033205251
3842,987,180,141,52,0.093763358
3843,534,889,194,89,0.167910456
3844,588,858,121,113,0.092438392
3845,1228,396,164,70,0.217014597
3846,342,275,31,187,0.476045557
3847,1740,602,189,192,0.530309475
3848,696,262,138,36,0.227182507
3849,151,570,59,71,0.884607741
3850,574,339,85,197,0.14213019
3851,576,337,132,69,0.324991107
3852,1169,647,24,176,0.391416405
3853,1004,885,176,134,0.50934538
3854,390,347,161,160,0.697618301
3855,1759,79,187,159,0.674334453
3856,997,552,179,197,0.677543594
3857,1445,611,113,59,0.799123576
3858,541,611,61,78,0.596088353
3859,1346,733,118,21,0.058307174
3860,1124,575,74,159,0.183822621
3861,906,489,137,143,0.58575286
3862,1351,859,102,151,0.390257988
3863,1070,342,194,127,0.208368577
3864,1516,542,18,138,0.153089805
3865,1691,529,79,114,0.376688703
3866,827,987,76,95,0.690466862
3867,786,416,153,29,0.854943738
3868,645,483,65,49,0.822448432
3869,1136,978,137,59,0.875063505
3870,476,852,149,52,0.931139698
3871,814,738,126,22,0.950860857
3872,308,964,46,131,0.098526389
3873,322,546,64,134,0.288026546
3874,304,500,152,53,0.61091158
3875,111,300,177,60,0.959644965
3876,1651,429,82,196,0.853972156
3877,837,418,181,51,0.228755439
3878,885,500,198,146,0.627887596
3879,1092,845,78,95,0.687008607
3880,609,280,115,184,0.574915125
3881,455,495,170,179,0.674541532
3882,1681,395,124,34,0.546003601
3883,1667,209,15,128,0.305743622
3884,997,1000,105,199,0.815654038
3885,557,250,43,114,0.07032431
3886,1622,850,49,97,0.023355253
3887,709,436,125,29,0.930125418
3888,545,619,108,161,0.328401939
3889,761,502,138,133,0.932317767
3890,1670,96,110,57,0.776928265
3891,1563,910,95,102,0.081027901
3892,1536,398,11,61,0.422886549
3893,1166,847,129,114,0.669345051
3894,234,686,163,41,0.054258816
3895,583,409,64,154,0.326046795
3896,108,614,65,190,0.125560424
3897,733,429,92,183,0.57544543
3898,1256,208,129,28,0.577408691
3899,1004,456,147,165,0.237028108
3900,1130,132,40,128,0.357342086
3901,1656,214,147,75,0.244203996
3902,1032,170,124,55,0.367217468
3903,927,658,188,45,0.896475015
3904,301,452,64,123,0.044265734
3905,492,733,117,77,0.990650165
3906,1601,508,140,194,0.783825674
3907,1620,683,84,11,0.840860257
3908,757,686,16,193,0.189887246
3909,190,813,167,197,0.261989956
3910,1593,969,138,171,0.926072187
3911,472,547,102,21,0.546491683
3912,235,211,149,29,0.493307898
3913,231,328,171,172,0.121897812
3914,618,620,76,138,0.787918467
3915,733,482,168,124,0.713810456
3916,1637,641,46,52,0.903574397
3917,1064,165,104,18,0.33183705
3918,815,684,11,13,0.731491149
3919,1474,990,40,112,0.64690696
3920,1339,304,79,80,0.308944832
3921,224,136,162,157,0.742252876
3922,1234,916,195,186,0.473140305
3923,799,182,154,29,0.181595719
3924,1791,762,133,28,0.834048179
3925,535,167,95,125,0.962612698
3926,887,758,120,12,0.282521378
3927,682,928,170,24,0.186141361
3928,417,748,16,119,0.809078109
3929,999,656,174,23,0.323164267
3930,1000,384,12,18,0.671510449
3931,1600,932,166,115,0.370977838
3932,961,764,18,200,0.591284727
3933,832,764,145,34,0.684996071
3934,1392,390,94,60,0.023914001
3935,571,472,126,97,0.002510944
3936,787,157,71,183,0.172805979
3937,1107,191,121,154,0.350861628
3938,824,454,11,32,0.528066062
3939,1036,352,184,134,0.414854488
3940,1384,514,173,98,0.904265077
3941,1403,409,148,156,0.650792702
3942,1382,82,144,30,0.181275736
3943,839,589,119,27,0.411422717
3944,795,184,75,110,0.053230314
3945,1082,635,129,132,0.301982279
3946,1313,787,47,66,0.409303906
3947,1377,930,113,26,0.199589616
3948,1042,582,190,194,0.908765179
3949,1108,270,63,44,0.867246028
3950,640,957,157,184,0.43669349
3951,597,788,36,149,0.235164226
3952,1309,390,172,34,0.963749974
3953,653,788,116,114,0.705436883
3954,756,196,18,51,0.483970441
3955,818,428,148,164,0.476685659
3956,1700,182,12,59,0.249418036
3957,930,281,138,115,0.705729794
3958,1570,103,66,108,0.182452879
3959,74,233,165,72,0.481275487
3960,994,146,38,178,0.011176344
3961,850,167,123,15,0.288912697
3962,1356,299,64,137,0.324114459
3963,704,282,166,182,0.042451892
3964,1241,807,158,31,0.300285367
3965,1121,832,111,96,0.37836023
3966,1172,640,25,93,0.380317961
3967,947,183,184,18,0.89071757
3968,617,654,73,130,0.133224604
3969,871,719,124,160,0.333797706
3970,50,550,183,29,0.70466442
3971,1782,172,148,25,0.996712394
3972,266,288,27,185,0.607907805
3973,867,142,144,155,0.60437943
3974,91,181,180,173,0.922618288
3975,1059,490,173,48,0.414595596
3976,1120,845,192,119,0.117506932
3977,285,473,45,181,0.76676457
3978,100,119,36,155,0.006648906
3979,666,420,105,35,0.356134785
3980,98,334,64,83,0.741256262
3981,1469,113,43,151,0.581066682
3982,505,794,79,122,0.786111969
3983,269,275,22,98,0.892368872
3984,280,927,75,86,0.242679506
3985,728,778,65,164,0.157230575
3986,681,52,84,82,0.35309993
3987,454,65,110,96,0.0620706
3988,559,362,157,120,0.080984669
3989,1350,252,66,27,0.521426431
3990,239,877,112,10,0.020451219
3991,386,174,60,101,0.324941971
3992,294,584,156,61,0.598964808
3993,75,748,62,200,0.192378748
3994,1074,65,105,83,0.3774689
3995,761,549,23,151,0.244771855
3996,379,163,41,113,0.0115272
3997,1387,694,101,53,0.764931601
3998,563,553,51,175,0.426759902
3999,1785,470,152,125,0.980884691
4000,576,193,26,161,0.75997978
4001,1459,257,45,113,0.398609197
4002,1111,213,98,144,0.060666994
4003,1725,182,154,21,0.014632037
4004,307,997,30,89,0.294155602
4005,731,658,79,48,0.374421954
4006,1163,749,176,18,0.856854907
4007,575,487,25,180,0.97791643
4008,1346,686,152,80,0.98533953
4009,1293,80,11,119,0.727794031
4010,334,452,154,112,0.556396919
4011,1796,65,117,117,0.093620821
4012,853,310,58,198,0.388117167
4013,1253,317,55,156,0.988589029
4014,1626,947,18,77,0.290838701
4015,1562,615,42,25,0.353935762
4016,1513,406,89,20,0.477836139
4017,812,103,135,62,0.665827592
4018,1773,425,136,101,0.963586898
4019,578,223,108,108,0.851414112
4020,1680,279,187,23,0.855070632
4021,440,74,144,34,0.590038656
4022,1380,524,74,27,0.904853807
4023,378,735,27,87,0.944218634
4024,561,967,171,199,0.53949037
4025,1633,621,195,83,0.686139457
4026,1372,428,135,185,0.062821892
4027,1169,978,64,72,0.80469687
4028,1370,859,147,118,0.969054463
4029,1325,538,162,30,0.332226679
4030,192,114,59,183,0.328436843
4031,489,203,58,34,0.254414523
4032,886,828,111,191,0.580678613
4033,709,481,48,197,0.35286833
4034,1044,916,107,84,0.257758308
4035,961,530,147,182,0.147637866
4036,654,817,160,114,0.143010825
4037,1413,997,98,118,0.868068441
4038,884,81,196,13,0.675614285
4039,551,259,126,146,0.616446948
4040,407,236,65,169,0.57679927
4041,1498,329,138,80,0.254217858
4042,427,240,88,63,0.457967058
4043,600,382,183,143,0.215814372
4044,1258,692,15,124,0.036247154
4045,1129,702,176,54,0.465212119
4046,709,195,152,134,0.077082193
4047,754,848,75,99,0.723134665
4048,1175,352,69,38,0.7473897
4049,1473,210,121,22,0.335122978
4050,956,343,25,181,0.526072695
4051,1397,919,40,80,0.682975
4052,889,410,192,105,0.822142954
4053,1294,592,183,179,0.89848027
4054,1233,452,71,26,0.671232981
4055,802,840,78,168,0.555289807
4056,1143,886,185,165,0.399858357
4057,700,205,115,58,0.489471223
4058,1531,805,85,193,0.569122825
4059,1709,366,158,189,0.770917511
4060,1462,473,24,53,0.658532449
4061,412,494,61,86,0.289930608
4062,1790,386,26,172,0.544709132
4063,885,238,56,127,0.609261885
4064,1429,384,167,118,0.393799341
4065,753,344,60,161,0.490925139
4066,222,169,164,164,0.161799957
4067,385,546,154,130,0.440655967
4068,1005,927,75,70,0.137984895
4069,236,867,167,169,0.811427799
4070,201,504,182,19,0.630721594
4071,726,579,62,108,0.719032075
4072,240,963,47,191,0.27214931
4073,1433,582,133,98,0.033231298
4074,1354,408,29,13,0.572390932
4075,828,570,193,164,0.165179755
4076,327,775,33,136,0.910454911
4077,1767,427,91,192,0.864573332
4078,625,661,151,158,0.709307143
4079,127,51,13,104,0.944896756
4080,170,889,144,81,0.663055166
4081,201,597,108,98,0.902520708
4082,1363,498,72,94,0.769776628
4083,318,382,195,141,0.685288561
4084,512,126,126,50,0.976149238
4085,431,485,179,10,0.151190593
4086,396,751,76,104,0.516490485
4087,158,820,89,139,0.260518725
4088,1383,818,166,141,0.696167003
4089,1324,561,199,71,0.120729416
4090,777,881,150,40,0.847558415
4091,324,442,126,195,0.880754815
4092,1283,298,23,83,0.13239613
4093,1549,943,21,22,0.016648724
4094,1560,57,170,89,0.107872058
4095,316,702,86,144,0.291359721
4096,801,928,142,180,0.531927486
4097,1800,707,185,192,0.20549787
4098,658,545,42,109,0.844946504
4099,1633,899,18,81,0.921358962
4100,208,409,158,47,0.180983433
4101,506,614,76,182,0.450464822
4102,1778,744,124,40,0.440365839
4103,103,688,178,119,0.534987597
4104,1063,810,55,115,0.202011161
4105,907,163,89,175,0.620431147
4106,1727,309,98,191,0.607768097
4107,128,800,105,36,0.649791522
4108,365,436,137,86,0.345846608
4109,1021,607,121,175,0.829614858
4110,488,398,63,104,0.385027956
4111,1600,398,195,178,0.71979642
4112,516,792,152,70,0.12720793
4113,1246,490,100,55,0.710366995
4114,1185,508,29,15,0.699137064
4115,1604,896,166,60,0.545542458
4116,1706,110,52,89,0.686217102
4117,1512,189,119,127,0.373621611
4118,242,235,38,154,0.461966246
4119,150,78,49,75,0.724071459
4120,113,816,28,26,0.703812306
4121,1281,314,87,52,0.56645017
4122,443,812,166,159,0.589657925
4123,894,969,138,113,0.577756502
4124,144,269,108,148,0.004732973
